date,Closed PnL,Trade_Count,Avg_Trade_Size,LS_Ratio,value,classification
2025-01-25,-10348.016255999999,506,2449.363043478261,1.7955801104972375,75,Extreme Greed
2025-01-26,40823.466668,451,2663.3562305986693,0.43630573248407645,73,Greed
2025-01-27,41331.765392,773,1950.8775032341528,1.7411347517730495,71,Greed
2025-01-28,17979.613973,498,1163.4782530120483,0.7291666666666666,72,Greed
2025-01-29,23421.01147,910,2085.1795714285713,0.2621359223300971,72,Greed
2025-01-30,23097.471385,1067,2825.114498594189,0.29963459196102316,70,Greed
2025-01-31,35868.296773,1016,2739.578228346457,0.6683087027914614,76,Extreme Greed
2025-02-01,32300.205017,634,2151.019621451104,0.5654320987654321,68,Greed
2025-02-02,162854.759623,1319,4291.957763457164,1.9977272727272728,60,Greed
2025-02-03,348871.326269,2380,9492.815701680673,1.2645099904852521,44,Fear
2025-02-04,416876.88812,2512,6241.404964171974,0.6227390180878553,72,Greed
2025-02-05,56706.235562,1297,6741.1191287586735,1.001543209876543,54,Neutral
2025-02-06,33803.799733,1703,1655.0257604227834,1.8864406779661016,49,Neutral
2025-02-07,22450.002091,1524,2270.5141338582675,6.188679245283019,44,Fear
2025-02-08,586.703253,575,1460.4086434782607,16.424242424242426,44,Fear
2025-02-09,150551.829492,764,3823.19332460733,0.396709323583181,46,Neutral
2025-02-10,63908.49465,889,4077.5685489313837,1.2678571428571428,43,Fear
2025-02-11,-6093.784817,848,3298.990766509434,0.9906103286384976,47,Neutral
2025-02-12,19848.635032,1031,4019.3739476236665,1.7493333333333334,46,Neutral
2025-02-13,27829.534238,1370,2335.6585474452554,1.3620689655172413,50,Neutral
2025-02-14,213860.675308,1655,2421.210525679758,0.4856373429084381,48,Neutral
2025-02-15,45042.92701,932,1837.8250536480687,2.7886178861788617,50,Neutral
2025-02-16,2369.478425,681,1183.8144493392072,1.134796238244514,54,Neutral
2025-02-17,1818.573295,941,2158.3896280552603,2.904564315352697,51,Neutral
2025-02-18,91204.672403,1676,2011.413293556086,1.154241645244216,47,Neutral
2025-02-19,14985.794701,1361,2398.185334313005,1.2797319932998326,44,Fear
2025-02-20,46008.794102,2012,2300.5016351888667,2.631768953068592,49,Neutral
2025-02-21,119693.49395,1873,2120.747399893219,1.982484076433121,55,Greed
2025-02-22,25278.704178,686,4629.111078717201,1.1370716510903427,49,Neutral
2025-02-23,10656.934251,520,2194.8283461538463,1.139917695473251,50,Neutral
2025-02-24,38470.176242,5616,1998.5077617521367,12.664233576642335,49,Neutral
2025-02-25,204762.177034,6246,3108.3868651937237,2.958174904942966,25,Fear
2025-02-26,63229.063129,1176,4206.597049319727,1.248565965583174,21,Extreme Fear
2025-02-27,-36525.167517,890,2247.0768876404495,0.12801013941698353,10,Extreme Fear
2025-02-28,225628.108748,1019,4046.7721000981355,1.0461847389558232,16,Extreme Fear
2025-03-01,10596.108968,174,1516.230632183908,0.7938144329896907,20,Extreme Fear
2025-03-02,66914.320708,532,12144.452518796992,2.5,26,Fear
2025-03-03,616413.032233,1482,5563.151403508772,0.5632911392405063,33,Fear
2025-03-04,182075.566585,2402,4631.24360949209,5.456989247311828,15,Extreme Fear
2025-03-05,269328.365917,1660,5538.345915662651,5.036363636363636,20,Extreme Fear
2025-03-06,16101.125561,760,8901.743368421052,1.303030303030303,25,Fear
2025-03-07,150236.061627,2552,7779.888510971787,7.394736842105263,34,Fear
2025-03-08,24700.773359,529,1686.3582419659735,2.0578034682080926,28,Fear
2025-03-09,19773.457395,1422,7327.495070323488,2.864130434782609,27,Fear
2025-03-10,-10010.027269999999,2911,5775.263029886637,12.414746543778802,20,Extreme Fear
2025-03-11,-76880.729036,3286,4265.657970176507,2.987864077669903,24,Extreme Fear
2025-03-12,288105.984215,3968,4692.071358366935,4.684813753581662,34,Fear
2025-03-13,14114.870873,962,3415.375488565489,8.161904761904761,45,Neutral
2025-03-14,68646.160089,2210,3641.261158371041,10.450777202072539,27,Fear
2025-03-15,78694.624572,261,9025.86030651341,0.4340659340659341,46,Neutral
2025-03-16,-7910.943544999999,530,19222.49341509434,1.1991701244813278,30,Fear
2025-03-17,26163.906513,920,3905.320706521739,1.0043572984749456,32,Fear
2025-03-18,72322.788824,834,4856.901043165468,0.9041095890410958,34,Fear
2025-03-19,29374.682341,1612,2852.8620161290323,2.4080338266384778,32,Fear
2025-03-20,10246.859436,771,2143.0063942931256,3.2362637362637363,49,Neutral
2025-03-21,6951.270374,698,3644.560730659026,13.244897959183673,31,Fear
2025-03-22,12498.535254,535,1816.4662056074767,0.2242562929061785,32,Fear
2025-03-23,14047.421585,447,5802.057427293064,1.709090909090909,30,Fear
2025-03-24,107878.961301,1027,2938.254186952288,0.7985989492119089,45,Neutral
2025-03-25,32030.90678,791,6792.060391908975,3.793939393939394,46,Neutral
2025-03-26,15802.167427,3102,2449.30830754352,1.890959925442684,47,Neutral
2025-03-27,58825.359221,785,4127.744535031847,0.943069306930693,40,Fear
2025-03-28,21337.179335,728,2037.2151236263737,3.3076923076923075,44,Fear
2025-03-29,12098.872931,1894,1936.7221911298839,11.14102564102564,26,Fear
2025-03-30,15795.11514,568,5019.146056338028,18.586206896551722,32,Fear
2025-03-31,6978.184557,495,4373.277717171717,2.7786259541984735,34,Fear
2025-04-01,-2202.6622420000003,192,3668.9853645833336,1.4615384615384615,34,Fear
2025-04-02,202212.740938,1076,3594.7310408921935,8.962962962962964,44,Fear
2025-04-03,-2365.961276,1748,4960.087614416476,7.828282828282828,25,Fear
2025-04-04,-25515.678949999998,1272,3015.3661399371067,3.911196911196911,28,Fear
2025-04-05,35907.33771,360,3521.011722222222,6.2,30,Fear
2025-04-06,47053.449272,1048,3388.59929389313,7.661157024793388,34,Fear
2025-04-07,34527.370305,2814,5138.682707889126,1.4490861618798956,23,Extreme Fear
2025-04-08,34899.394798,943,9405.505196182397,3.835897435897436,24,Extreme Fear
2025-04-09,43120.444797,3967,7198.589984875221,0.7069707401032702,18,Extreme Fear
2025-04-10,158261.822261,2127,13512.90704748472,0.5085106382978724,39,Fear
2025-04-11,126406.479081,1096,10327.853166058394,0.5285913528591353,25,Fear
2025-04-12,410419.694533,2109,26512.383826458037,0.5227436823104693,43,Fear
2025-04-13,48696.021521,1321,10727.596358819075,0.7924016282225237,45,Neutral
2025-04-14,45680.443063,890,14696.598853932584,1.9276315789473684,31,Fear
2025-04-15,72357.706282,1131,18348.51303271441,0.9466437177280551,38,Fear
2025-04-16,58631.730257,1608,22700.69396766169,1.6317512274959083,29,Fear
2025-04-17,5427.919886,1031,2526.238128031038,0.13922651933701657,30,Fear
2025-04-18,4880.4047439999995,1894,12994.007634635693,0.41027550260610574,33,Fear
2025-04-19,71950.577495,2786,11739.577426417804,0.31477111845210004,32,Fear
2025-04-20,25060.341936,1982,6118.110015136226,0.2302917442582247,37,Fear
2025-04-21,34369.267906999994,1718,24507.598859138536,0.656702025072324,39,Fear
2025-04-22,58652.763578,2998,11258.714222815212,0.21376518218623483,47,Neutral
2025-04-23,-419020.225731,6159,4981.72492125345,0.32995033470092855,72,Greed
2025-04-24,50704.395965,2232,15720.841684587815,2.72,63,Greed
2025-04-25,20218.859206,1653,16787.32957047792,0.3527004909983633,60,Greed
2025-04-26,-4125.753942,1131,10564.215534924844,0.5493150684931507,65,Greed
2025-04-27,2702.067468,337,1446.6993768545994,6.488888888888889,61,Greed
2025-04-28,36906.813759,1379,18944.83066715011,2.7884615384615383,54,Neutral
2025-04-29,125749.613427,2243,15198.177289344627,0.9867139061116031,60,Greed
2025-04-30,14003.797269,1113,11405.10229110512,2.3223880597014928,56,Greed
2025-05-01,54536.829297000004,1230,8715.642699186992,1.333965844402277,53,Neutral
